"INFORMATION TYPE","DATE","PERIOD","WEP ($/MWh)","USEP ($/MWh)","AFP ($/MWh)","HEUC ($/MWh)","MEUC ($/MWh)","EMC Price Cap Fees ($/MWh)","EMC Price Adj Fees ($/MWh)","PSO Fees ($/MWh)"
"WEP","28 Nov 2015","12","55.98","54.66","0.20","0.31","0.30","0.2615","0.0000","0.2501"
"WEP","28 Nov 2015","13","55.59","54.67","0.07","0.04","0.30","0.2615","0.0000","0.2501"
"WEP","28 Nov 2015","14","56.28","55.69","0.01","-0.23","0.30","0.2615","0.0000","0.2501"
"WEP","28 Nov 2015","15","56.09","55.76","0.02","-0.50","0.30","0.2615","0.0000","0.2501"
"WEP","28 Nov 2015","16","58.37","57.80","0.01","-0.25","0.30","0.2615","0.0000","0.2501"
"WEP","28 Nov 2015","17","58.34","57.81","0.08","-0.36","0.30","0.2615","0.0000","0.2501"
"WEP","28 Nov 2015","18","63.36","62.28","0.67","-0.40","0.30","0.2615","0.0000","0.2501"
"WEP","28 Nov 2015","19","63.41","62.80","0.46","-0.67","0.30","0.2615","0.0000","0.2501"
"WEP","28 Nov 2015","20","63.63","63.33","0.29","-0.80","0.30","0.2615","0.0000","0.2501"
"WEP","28 Nov 2015","21","66.77","66.29","0.07","-0.40","0.30","0.2615","0.0000","0.2501"
"WEP","28 Nov 2015","22","66.32","66.14","0.07","-0.70","0.30","0.2615","0.0000","0.2501"
"WEP","28 Nov 2015","23","66.39","66.31","0.07","-0.80","0.30","0.2615","0.0000","0.2501"
"WEP","28 Nov 2015","24","66.35","66.29","0.07","-0.82","0.30","0.2615","0.0000","0.2501"
"WEP","28 Nov 2015","25","64.12","63.84","0.27","-0.80","0.30","0.2615","0.0000","0.2501"
"WEP","28 Nov 2015","26","63.75","63.84","0.02","-0.93","0.30","0.2615","0.0000","0.2501"
"WEP","28 Nov 2015","27","64.06","63.82","0.07","-0.64","0.30","0.2615","0.0000","0.2501"
"WEP","28 Nov 2015","28","63.96","63.32","0.27","-0.44","0.30","0.2615","0.0000","0.2501"
"WEP","28 Nov 2015","29","64.04","63.16","0.28","-0.21","0.30","0.2615","0.0000","0.2501"
"WEP","28 Nov 2015","30","63.99","62.83","0.79","-0.44","0.30","0.2615","0.0000","0.2501"
"WEP","28 Nov 2015","31","63.95","62.82","0.77","-0.46","0.30","0.2615","0.0000","0.2501"
"WEP","28 Nov 2015","32","64.03","62.81","0.80","-0.39","0.30","0.2615","0.0000","0.2501"
"WEP","28 Nov 2015","33","63.54","62.74","0.39","-0.40","0.30","0.2615","0.0000","0.2501"
"WEP","28 Nov 2015","34","62.85","62.26","0.28","-0.50","0.30","0.2615","0.0000","0.2501"
"WEP","28 Nov 2015","35","62.94","62.34","0.07","-0.28","0.30","0.2615","0.0000","0.2501"
"WEP","28 Nov 2015","36","63.51","62.74","0.02","-0.07","0.30","0.2615","0.0000","0.2501"
"WEP","28 Nov 2015","37","63.52","62.75","0.02","-0.06","0.30","0.2615","0.0000","0.2501"
"WEP","28 Nov 2015","38","63.48","62.87","0.02","-0.22","0.30","0.2615","0.0000","0.2501"
"WEP","28 Nov 2015","39","64.45","63.88","0.07","-0.32","0.30","0.2615","0.0000","0.2501"
"WEP","28 Nov 2015","40","65.18","64.59","0.07","-0.29","0.30","0.2615","0.0000","0.2501"
"WEP","28 Nov 2015","41","64.94","64.39","0.02","-0.28","0.30","0.2615","0.0000","0.2501"
"WEP","28 Nov 2015","42","64.53","63.90","0.02","-0.20","0.30","0.2615","0.0000","0.2501"
"WEP","28 Nov 2015","43","63.95","63.35","0.07","-0.28","0.30","0.2615","0.0000","0.2501"
"WEP","28 Nov 2015","44","64.24","62.87","0.81","-0.26","0.30","0.2615","0.0000","0.2501"
"WEP","28 Nov 2015","45","63.99","62.36","0.84","-0.02","0.30","0.2615","0.0000","0.2501"
"WEP","28 Nov 2015","46","64.10","62.25","1.13","-0.09","0.30","0.2615","0.0000","0.2501"
"WEP","28 Nov 2015","47","63.64","61.75","1.15","-0.08","0.30","0.2615","0.0000","0.2501"
"WEP","28 Nov 2015","48","64.98","63.17","1.47","-0.47","0.30","0.2615","0.0000","0.2501"
"WEP","29 Nov 2015","1","61.12","59.17","1.34","-0.21","0.30","0.2615","0.0000","0.2600"
"WEP","29 Nov 2015","2","59.31","57.29","1.37","-0.17","0.30","0.2615","0.0000","0.2600"
"WEP","29 Nov 2015","3","58.97","56.79","1.39","-0.03","0.30","0.2615","0.0000","0.2600"
"WEP","29 Nov 2015","4","57.99","55.76","1.42","-0.01","0.30","0.2615","0.0000","0.2600"
"WEP","29 Nov 2015","5","55.52","54.66","0.02","0.01","0.30","0.2615","0.0000","0.2600"
"WEP","29 Nov 2015","6","54.67","54.23","0.02","-0.40","0.30","0.2615","0.0000","0.2600"
"WEP","29 Nov 2015","7","53.83","53.30","0.03","-0.32","0.30","0.2615","0.0000","0.2600"
"WEP","29 Nov 2015","8","54.18","53.29","0.27","-0.20","0.30","0.2615","0.0000","0.2600"
"WEP","29 Nov 2015","9","45.99","45.19","0.26","-0.28","0.30","0.2615","0.0000","0.2600"
"WEP","29 Nov 2015","10","50.11","49.20","0.26","-0.17","0.30","0.2615","0.0000","0.2600"
"WEP","29 Nov 2015","11","54.28","53.29","0.26","-0.09","0.30","0.2615","0.0000","0.2600"
"WEP","29 Nov 2015","12","54.22","53.29","0.27","-0.16","0.30","0.2615","0.0000","0.2600"
"WEP","29 Nov 2015","13","52.42","51.54","0.26","-0.20","0.30","0.2615","0.0000","0.2600"
"WEP","29 Nov 2015","14","49.59","49.21","0.07","-0.52","0.30","0.2615","0.0000","0.2600"
"WEP","29 Nov 2015","15","52.37","51.55","0.86","-0.86","0.30","0.2615","0.0000","0.2600"
"WEP","29 Nov 2015","16","54.81","54.66","0.26","-0.93","0.30","0.2615","0.0000","0.2600"
"WEP","29 Nov 2015","17","57.60","55.76","1.21","-0.19","0.30","0.2615","0.0000","0.2600"
"WEP","29 Nov 2015","18","58.65","56.78","1.18","-0.13","0.30","0.2615","0.0000","0.2600"
"WEP","29 Nov 2015","19","60.58","59.04","1.33","-0.61","0.30","0.2615","0.0000","0.2600"
"WEP","29 Nov 2015","20","63.51","61.81","1.15","-0.27","0.30","0.2615","0.0000","0.2600"
"WEP","29 Nov 2015","21","58.11","57.29","0.41","-0.41","0.30","0.2615","0.0000","0.2600"
"WEP","29 Nov 2015","22","58.55","57.82","0.41","-0.50","0.30","0.2615","0.0000","0.2600"
"WEP","29 Nov 2015","23","58.03","57.31","0.39","-0.49","0.30","0.2615","0.0000","0.2600"
"WEP","29 Nov 2015","24","57.71","57.29","0.39","-0.79","0.30","0.2615","0.0000","0.2600"
"WEP","29 Nov 2015","25","57.97","57.31","0.41","-0.57","0.30","0.2615","0.0000","0.2600"
"WEP","29 Nov 2015","26","58.18","57.83","0.39","-0.86","0.30","0.2615","0.0000","0.2600"
"WEP","29 Nov 2015","27","63.13","62.37","0.49","-0.55","0.30","0.2615","0.0000","0.2600"
"WEP","29 Nov 2015","28","63.08","62.45","0.52","-0.71","0.30","0.2615","0.0000","0.2600"
"WEP","29 Nov 2015","29","63.16","62.37","0.80","-0.83","0.30","0.2615","0.0000","0.2600"
"WEP","29 Nov 2015","30","61.41","60.31","1.21","-0.93","0.30","0.2615","0.0000","0.2600"
"WEP","29 Nov 2015","31","63.46","62.37","1.08","-0.81","0.30","0.2615","0.0000","0.2600"
"WEP","29 Nov 2015","32","59.27","57.84","1.25","-0.64","0.30","0.2615","0.0000","0.2600"
"WEP","29 Nov 2015","33","61.74","60.31","1.11","-0.50","0.30","0.2615","0.0000","0.2600"
"WEP","29 Nov 2015","34","61.09","60.32","0.48","-0.53","0.30","0.2615","0.0000","0.2600"
"WEP","29 Nov 2015","35","58.59","57.83","0.40","-0.46","0.30","0.2615","0.0000","0.2600"
"WEP","29 Nov 2015","36","63.47","62.86","0.19","-0.40","0.30","0.2615","0.0000","0.2600"
"WEP","29 Nov 2015","37","63.98","63.20","0.20","-0.24","0.30","0.2615","0.0000","0.2600"
"WEP","29 Nov 2015","38","63.48","62.82","0.48","-0.64","0.30","0.2615","0.0000","0.2600"
"WEP","29 Nov 2015","39","64.16","63.36","0.50","-0.53","0.30","0.2615","0.0000","0.2600"
"WEP","29 Nov 2015","40","63.95","63.19","0.49","-0.55","0.30","0.2615","0.0000","0.2600"
"WEP","29 Nov 2015","41","63.98","63.36","0.49","-0.69","0.30","0.2615","0.0000","0.2600"
"WEP","29 Nov 2015","42","63.99","63.39","0.49","-0.71","0.30","0.2615","0.0000","0.2600"
"WEP","29 Nov 2015","43","64.00","63.37","0.51","-0.70","0.30","0.2615","0.0000","0.2600"
"WEP","29 Nov 2015","44","63.79","62.85","0.78","-0.66","0.30","0.2615","0.0000","0.2600"
"WEP","29 Nov 2015","45","63.08","62.15","0.83","-0.73","0.30","0.2615","0.0000","0.2600"
"WEP","29 Nov 2015","46","59.17","57.85","0.85","-0.35","0.30","0.2615","0.0000","0.2600"
"WEP","29 Nov 2015","47","64.68","63.21","0.87","-0.22","0.30","0.2615","0.0000","0.2600"
"WEP","29 Nov 2015","48","63.47","62.17","0.88","-0.40","0.30","0.2615","0.0000","0.2600"
"WEP","30 Nov 2015","1","64.78","63.26","0.92","-0.20","0.30","0.2615","0.0000","0.2352"
"WEP","30 Nov 2015","2","64.33","62.84","0.93","-0.24","0.30","0.2615","0.0000","0.2352"
"WEP","30 Nov 2015","3","63.72","62.14","0.95","-0.17","0.30","0.2615","0.0000","0.2352"
"WEP","30 Nov 2015","4","58.48","56.77","0.97","-0.05","0.30","0.2615","0.0000","0.2352"
"WEP","30 Nov 2015","5","57.06","55.69","0.03","0.55","0.30","0.2615","0.0000","0.2352"
"WEP","30 Nov 2015","6","55.81","54.67","0.02","0.32","0.30","0.2615","0.0000","0.2352"
"WEP","30 Nov 2015","7","55.14","54.32","0.02","0.00","0.30","0.2615","0.0000","0.2352"
"WEP","30 Nov 2015","8","54.88","54.19","0.02","-0.13","0.30","0.2615","0.0000","0.2352"
"WEP","30 Nov 2015","9","55.46","54.65","0.07","-0.06","0.30","0.2615","0.0000","0.2352"
"WEP","30 Nov 2015","10","55.52","54.66","0.07","-0.01","0.30","0.2615","0.0000","0.2352"
"WEP","30 Nov 2015","11","55.70","54.66","0.01","0.24","0.30","0.2615","0.0000","0.2352"
"WEP","30 Nov 2015","12","57.48","56.78","0.02","-0.12","0.30","0.2615","0.0000","0.2352"
"WEP","30 Nov 2015","13","62.90","62.25","0.02","-0.17","0.30","0.2615","0.0000","0.2352"
"WEP","30 Nov 2015","14","63.72","62.80","0.01","0.11","0.30","0.2615","0.0000","0.2352"
"WEP","30 Nov 2015","15","55.19","54.71","0.02","-0.34","0.30","0.2615","0.0000","0.2352"
"WEP","30 Nov 2015","16","58.44","57.86","0.02","-0.23","0.30","0.2615","0.0000","0.2352"
"WEP","30 Nov 2015","17","63.47","62.88","0.07","-0.28","0.30","0.2615","0.0000","0.2352"
"WEP","30 Nov 2015","18","63.90","62.86","0.72","-0.48","0.30","0.2615","0.0000","0.2352"
"WEP","30 Nov 2015","19","64.90","63.91","0.74","-0.55","0.30","0.2615","0.0000","0.2352"
"WEP","30 Nov 2015","20","70.61","69.62","0.70","-0.51","0.30","0.2615","0.0000","0.2352"
"WEP","30 Nov 2015","21","102.27","101.62","0.85","-0.99","0.30","0.2615","0.0000","0.2352"
"WEP","30 Nov 2015","22","140.23","139.54","1.45","-1.55","0.30","0.2615","0.0000","0.2352"
"WEP","30 Nov 2015","23","141.12","140.56","1.45","-1.69","0.30","0.2615","0.0000","0.2352"
"WEP","30 Nov 2015","24","100.53","99.99","0.79","-1.05","0.30","0.2615","0.0000","0.2352"
"WEP","30 Nov 2015","25","81.82","81.36","0.47","-0.81","0.30","0.2615","0.0000","0.2352"
"WEP","30 Nov 2015","26","97.20","96.54","0.71","-0.85","0.30","0.2615","0.0000","0.2352"
"WEP","30 Nov 2015","27","134.49","134.01","1.34","-1.66","0.30","0.2615","0.0000","0.2352"
"WEP","30 Nov 2015","28","156.57","155.88","1.80","-1.91","0.30","0.2615","0.0000","0.2352"
"WEP","30 Nov 2015","29","156.57","155.88","1.84","-1.94","0.30","0.2615","0.0000","0.2352"
"WEP","30 Nov 2015","30","156.24","155.91","1.91","-2.37","0.30","0.2615","0.0000","0.2352"
"WEP","30 Nov 2015","31","130.56","129.57","1.38","-1.18","0.30","0.2615","0.0000","0.2352"
"WEP","30 Nov 2015","32","130.43","129.65","1.42","-1.43","0.30","0.2615","0.0000","0.2352"
"WEP","30 Nov 2015","33","130.66","129.65","1.41","-1.20","0.30","0.2615","0.0000","0.2352"
"WEP","30 Nov 2015","34","99.04","98.39","0.81","-0.96","0.30","0.2615","0.0000","0.2352"
"WEP","30 Nov 2015","35","77.53","76.96","0.38","-0.60","0.30","0.2615","0.0000","0.2352"
"WEP","30 Nov 2015","36","64.57","63.92","0.13","-0.28","0.30","0.2615","0.0000","0.2352"
"WEP","30 Nov 2015","37","64.01","63.41","0.12","-0.32","0.30","0.2615","0.0000","0.2352"
"WEP","30 Nov 2015","38","64.00","63.49","0.12","-0.41","0.30","0.2615","0.0000","0.2352"
"WEP","30 Nov 2015","39","64.12","63.50","0.12","-0.30","0.30","0.2615","0.0000","0.2352"
"WEP","30 Nov 2015","40","64.03","63.42","0.11","-0.29","0.30","0.2615","0.0000","0.2352"
"WEP","30 Nov 2015","41","63.86","63.38","0.07","-0.39","0.30","0.2615","0.0000","0.2352"
"WEP","30 Nov 2015","42","66.80","66.45","0.13","-0.58","0.30","0.2615","0.0000","0.2352"
"WEP","30 Nov 2015","43","64.40","63.56","0.68","-0.63","0.30","0.2615","0.0000","0.2352"
"WEP","30 Nov 2015","44","64.14","62.92","1.19","-0.77","0.30","0.2615","0.0000","0.2352"
"WEP","30 Nov 2015","45","64.19","62.86","1.27","-0.74","0.30","0.2615","0.0000","0.2352"
"WEP","30 Nov 2015","46","63.92","62.19","1.30","-0.36","0.30","0.2615","0.0000","0.2352"
"WEP","30 Nov 2015","47","59.17","57.31","1.34","-0.28","0.30","0.2615","0.0000","0.2352"
"WEP","30 Nov 2015","48","56.79","54.71","1.37","-0.08","0.30","0.2615","0.0000","0.2352"
